product_id,gender,category,sub_category,product_type,colour,usage,title,image_url,image_path
29171,girls,apparel,bottomwear,skirts,blue,casual,United Colors of Benetton Kids Girls Washed Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/552488b55aa1c615f830fd043f570d15_images.jpg,data/images/29171.jpg
34065,girls,apparel,dress,dresses,black,casual,Gini and Jony Girls Black Dress,http://assets.myntassets.com/v1/images/style/properties/f7b69b3f5edf05058f33e21ebe87275f_images.jpg,data/images/34065.jpg
31173,girls,apparel,topwear,tops,white,casual,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/1a925d00403aaec9fb6aa68e6795bf22_images.jpg,data/images/31173.jpg
34091,girls,apparel,topwear,tops,grey,casual,Doodle Girls Printed Grey Top,http://assets.myntassets.com/v1/images/style/properties/139e4ecbd8fc116fd275528d755d55bf_images.jpg,data/images/34091.jpg
8371,girls,apparel,topwear,tshirts,yellow,casual,Doodle Girl's Dont Worry Hippie Yellow Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/7918b015029fad3d8108d7f07a5867e2_images.jpg,data/images/8371.jpg
39321,girls,apparel,bottomwear,capris,blue,casual,Gini and Jony Girls Blue Capris,http://assets.myntassets.com/v1/images/style/properties/fc46e80450a58114f02060a2cbbca0aa_images.jpg,data/images/39321.jpg
41009,girls,apparel,bottomwear,jeans,navy blue,casual,Gini and Jony Girls Woven Navy Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/da1db8f5cb461e5eb02172804792e598_images.jpg,data/images/41009.jpg
8385,girls,apparel,topwear,tshirts,orange,casual,Doodle Girl's Hippie Chic Orange Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/68540a8389d1a4a474037492a3e8cf15_images.jpg,data/images/8385.jpg
37613,girls,apparel,topwear,tshirts,purple,casual,Madagascar3 Girls Purple Printed T-Shirt,http://assets.myntassets.com/v1/images/style/properties/7f4dd2f3bd1ade35ab96afabf9d55558_images.jpg,data/images/37613.jpg
31180,girls,apparel,bottomwear,leggings,white,casual,Gini and Jony Kids Leggings,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Kids-Leggings_35bdb4375745e793689def76857d3950_images.jpg,data/images/31180.jpg
31174,girls,apparel,topwear,tops,red,casual,Gini and Jony Girls Red Top,http://assets.myntassets.com/v1/images/style/properties/2b8a45322790bea5db64fc46b8d93f8f_images.jpg,data/images/31174.jpg
34062,girls,apparel,dress,dresses,pink,casual,Gini and Jony Girls Printed Pink Dress,http://assets.myntassets.com/v1/images/style/properties/6e4f3854eb7b77188e914ee94bce4758_images.jpg,data/images/34062.jpg
40128,girls,apparel,topwear,tops,orange,casual,Gini and Jony Girls Roseatte Orange Top,http://assets.myntassets.com/v1/images/style/properties/90cf8ee58032dbda3bb4f048621eb015_images.jpg,data/images/40128.jpg
8382,girls,apparel,topwear,tshirts,blue,casual,Doodle Girl's Raw Edges Light Blue Kidswear,http://assets.myntassets.com/v1/images/style/properties/52f6936ed0d2fa4736209c5a24e26081_images.jpg,data/images/8382.jpg
39326,girls,apparel,bottomwear,leggings,black,casual,Gini and Jony Girls Black Leggings,http://assets.myntassets.com/v1/images/style/properties/359391f6a4b560ca2821952c86f2528d_images.jpg,data/images/39326.jpg
31128,girls,apparel,dress,dresses,blue,casual,Gini and Jony Girls Printed Teal Dress,http://assets.myntassets.com/v1/images/style/properties/73bdd9b109c5648fb93b144ebc338f94_images.jpg,data/images/31128.jpg
31117,girls,apparel,topwear,tops,white,casual,Gini and Jony Girls White Top,http://assets.myntassets.com/v1/images/style/properties/63e4f7008a21ad52e8e004ec132987dd_images.jpg,data/images/31117.jpg
4719,girls,apparel,topwear,tshirts,white,casual,Disney Kids Girl's Fun In The Fair White Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/e3cf45e69f2094c323a28af4369c903e_images.jpg,data/images/4719.jpg
38290,girls,apparel,topwear,tops,turquoise blue,casual,Kids Ville Girls Turquoise Blue Top,http://assets.myntassets.com/v1/images/style/properties/02012c4736e7a3cae2bab8857fa62b33_images.jpg,data/images/38290.jpg
36751,girls,apparel,topwear,tops,white,casual,Little Miss Girls Blah White Top,http://assets.myntassets.com/v1/images/style/properties/d3065a1272f7f6f77a002f5a640601d4_images.jpg,data/images/36751.jpg
34006,girls,apparel,topwear,tops,purple,casual,Gini and Jony Girls Purple Top,http://assets.myntassets.com/v1/images/style/properties/5c2900e691bb0b900efbb994abaa3051_images.jpg,data/images/34006.jpg
40946,girls,apparel,topwear,tops,navy blue,casual,Gini and Jony Girls Nautical Blues Navy Blue Top,http://assets.myntassets.com/v1/images/style/properties/4fac53e9b5424ee2f2b1654edefcf9f3_images.jpg,data/images/40946.jpg
31119,girls,apparel,topwear,tops,purple,casual,Gini and Jony Girls Purple Top,http://assets.myntassets.com/v1/images/style/properties/78697e51fc64e69ef59fec8e4a98bb02_images.jpg,data/images/31119.jpg
40145,girls,apparel,bottomwear,capris,pink,casual,Gini and Jony Girls Kinky Pink Capris,http://assets.myntassets.com/v1/images/style/properties/aeaa25e22521dccc8ba43a44b5bdbdb4_images.jpg,data/images/40145.jpg
23625,girls,apparel,topwear,tops,pink,casual,Doodle Kids Girls Pink Retro Top,http://assets.myntassets.com/v1/images/style/properties/b222e8d07fb08047514b355c4f0d1659_images.jpg,data/images/23625.jpg
31126,girls,apparel,dress,dresses,white,casual,Gini and Jony Girls White Dress,http://assets.myntassets.com/v1/images/style/properties/97c4ba68f6dd479533fd38fa8224ebf9_images.jpg,data/images/31126.jpg
34008,girls,apparel,topwear,tops,pink,casual,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/bdb2509ab5b31e6e6fde3f1f1e28f5bf_images.jpg,data/images/34008.jpg
40941,girls,apparel,topwear,tops,pink,casual,Gini and Jony Girls Pretty Pink Top,http://assets.myntassets.com/v1/images/style/properties/bc025ebc8384d35559c6681c218a8760_images.jpg,data/images/40941.jpg
42418,girls,apparel,topwear,tops,white,casual,Gini and Jony Girls Woven White Top,http://assets.myntassets.com/v1/images/style/properties/b6aa4b14ce628ef9d3f2f4d981c2f6b9_images.jpg,data/images/42418.jpg
31121,girls,apparel,topwear,tops,black,casual,Gini and Jony Girls Black Top,http://assets.myntassets.com/v1/images/style/properties/5d35f521e49a9e78f991111b452d4929_images.jpg,data/images/31121.jpg
4717,girls,apparel,topwear,tshirts,pink,casual,Disney Kids Girl's Summer Fun Fair Pink Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/07f7ac42151631746bc3632870a7bf7c_images.jpg,data/images/4717.jpg
31175,girls,apparel,topwear,tops,magenta,casual,Gini and Jony Girls Purple Top,http://assets.myntassets.com/v1/images/style/properties/ae2aa3cbe84c23ad0f1b15b80b4e0f09_images.jpg,data/images/31175.jpg
34063,girls,apparel,dress,dresses,pink,casual,Gini and Jony Girls Printed Pink Dress,http://assets.myntassets.com/v1/images/style/properties/1c6f5c73e5094eedd4c405f6d9cb2e53_images.jpg,data/images/34063.jpg
39743,girls,apparel,topwear,tops,white,casual,Gini Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/8fbee590cae7931ee74d175775067100_images.jpg,data/images/39743.jpg
39327,girls,apparel,bottomwear,leggings,green,casual,Gini and Jony Girls Green Leggings,http://assets.myntassets.com/v1/images/style/properties/03f85fe2045d6874c29c0818e6f5f57e_images.jpg,data/images/39327.jpg
8383,girls,apparel,topwear,tshirts,blue,casual,Doodle Girl's Raw Edges Light Blue Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/3752756c42f6f2ba5704c4e5c9d36b17_images.jpg,data/images/8383.jpg
3901,girls,apparel,bottomwear,skirts,blue,casual,Disney Kids Girl's Pooh Denim Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/2f39ff6586be999bfe60e17d6d50db6a_images.jpg,data/images/3901.jpg
34064,girls,apparel,dress,dresses,blue,casual,Gini and Jony Girls Printed Teal Dress,http://assets.myntassets.com/v1/images/style/properties/76fd72ef98204310e06206b9de234cdd_images.jpg,data/images/34064.jpg
31172,girls,apparel,topwear,tops,peach,casual,Gini and Jony Girls Peach Top,http://assets.myntassets.com/v1/images/style/properties/da776219c71ecb6a3ba0c2a39d99689b_images.jpg,data/images/31172.jpg
27225,girls,apparel,dress,dresses,pink,casual,Doodle Girls Printed Pink Dress,http://assets.myntassets.com/v1/images/style/properties/f5b8cd2374234a263ca6bed01bbc9e9c_images.jpg,data/images/27225.jpg
8384,girls,apparel,topwear,tshirts,orange,casual,Doodle Girl's Hippie Chic Orange Kidswear,http://assets.myntassets.com/v1/images/style/properties/243eae8f457007dd9639d4851cc38f10_images.jpg,data/images/8384.jpg
41008,girls,apparel,bottomwear,jeans,navy blue,casual,Gini and Jony Girls Woven Navy Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/953dfcc043c31b66c5b1be3b0778d8d8_images.jpg,data/images/41008.jpg
39744,girls,apparel,topwear,tops,white,casual,Gini Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/72a881c1cb0ea7f12131d1559fbc85a2_images.jpg,data/images/39744.jpg
43590,girls,apparel,topwear,tshirts,blue,casual,Gini and Jony Girls Polo Striped Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/b0637e9def43478657c0a9159d51ad43_images.jpg,data/images/43590.jpg
40127,girls,apparel,dress,dresses,black,casual,Gini and Jony Girls Roseatte Black Dress,http://assets.myntassets.com/v1/images/style/properties/9df82c8db87a057d9bf7d90a02f24d7b_images.jpg,data/images/40127.jpg
8379,girls,apparel,topwear,tshirts,green,casual,Doodle Girl's Princess Lime Green Top,http://assets.myntassets.com/v1/images/style/properties/946a16f582f37cca07c9e49f64438dec_images.jpg,data/images/8379.jpg
39329,girls,apparel,bottomwear,shorts,green,casual,Gini and Jony Girls Green Shorts,http://assets.myntassets.com/v1/images/style/properties/092ffa40994ee79053f16a7e93445890_images.jpg,data/images/39329.jpg
41001,girls,apparel,bottomwear,shorts,blue,casual,Gini and Jony  Girls Woven Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/04e0a096190c52c8e67b940bb6caf190_images.jpg,data/images/41001.jpg
46815,girls,apparel,topwear,tops,yellow,casual,Gini and Jony Girls Yellow Top,http://assets.myntassets.com/v1/images/style/properties/2ad3ea22b139c15808ad70da68f51ef6_images.jpg,data/images/46815.jpg
33270,girls,apparel,bottomwear,skirts,white,casual,Gini & Jony Girls White Skirt,http://assets.myntassets.com/v1/images/style/properties/5a8136a2c5a4bbe86c2cf987981d5c29_images.jpg,data/images/33270.jpg
50722,girls,apparel,dress,dresses,pink,casual,Doodle Girls Pink Printed Dress,http://assets.myntassets.com/v1/images/style/properties/5aa2891f267718d2ab17591a1f9f449c_images.jpg,data/images/50722.jpg
41006,girls,apparel,bottomwear,shorts,navy blue,casual,Gini and Jony Girls Woven Navy Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/612a4966606770d0657b02429ca82cb1_images.jpg,data/images/41006.jpg
8465,girls,apparel,topwear,tshirts,purple,casual,Doodle Girls's Princess Purple Teen Top,http://assets.myntassets.com/v1/images/style/properties/9d2498631ebf7972ec792f4683ad9462_images.jpg,data/images/8465.jpg
34118,girls,apparel,bottomwear,shorts,black,casual,Doodle Girls Washed Black Shorts,http://assets.myntassets.com/v1/images/style/properties/54387763114186bb0ae86cacdd85ec4d_images.jpg,data/images/34118.jpg
37564,girls,apparel,innerwear,vests,pink,casual,Madagascar3 Pink Girls Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/e8409f479400f77360e2a145e8bad0df_images.jpg,data/images/37564.jpg
12849,girls,apparel,dress,dresses,white,casual,Ant Kids Girls Butterfly Print White Dresses,http://assets.myntassets.com/v1/images/style/properties/e7c8dbcaeed9fead6def6b01df0d9db6_images.jpg,data/images/12849.jpg
39852,girls,apparel,topwear,tops,blue,casual,Gini and Jony Girls Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/ed49177a146c23c9cd89a119a8f986b8_images.jpg,data/images/39852.jpg
37590,girls,apparel,innerwear,vests,pink,casual,Madagascar Girls Pink Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/9e74f65716e10bed59e87fc926b330e4_images.jpg,data/images/37590.jpg
38342,girls,apparel,topwear,tops,white,casual,Mr. Men Little Miss Girls White Top,http://assets.myntassets.com/v1/images/style/properties/be06f524c657558ce1e79871f64edcb6_images.jpg,data/images/38342.jpg
36213,girls,apparel,topwear,tops,green,casual,Gini And Jony Girls Striped Green Top,http://assets.myntassets.com/v1/images/style/properties/81cc4b694585c8887b778e5800790159_images.jpg,data/images/36213.jpg
37563,girls,apparel,topwear,rompers,white,casual,Madagascar3 Infant Boys White Snapsuit Romper,http://assets.myntassets.com/v1/images/style/properties/6848fc75c01a98d99716e295d8230349_images.jpg,data/images/37563.jpg
24941,girls,apparel,topwear,tops,pink,casual,United Colors of Benetton Kids Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/c1a5e415fd0e4f4945aa965729de43c1_images.jpg,data/images/24941.jpg
2707,girls,apparel,dress,dresses,pink,casual,Disney Kids Girl's Dress Pink Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/b65078ba0112f107d024a4e3c028c38b_images.jpg,data/images/2707.jpg
34116,girls,apparel,bottomwear,capris,blue,casual,Doodle Girls Washed Blue Capris,http://assets.myntassets.com/v1/images/style/properties/1d3a6c99b37c376b3ed37690c76986f6_images.jpg,data/images/34116.jpg
38945,girls,apparel,topwear,tops,white,casual,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/8eec0347ac13be340a3a1abb22dd24d5_images.jpg,data/images/38945.jpg
21868,girls,apparel,topwear,tops,pink,casual,Chhota Bheem Kids Girls Are You Game Pink Top,http://assets.myntassets.com/v1/images/style/properties/69c7b7315ca4bc665b77aae1e65b6e6f_images.jpg,data/images/21868.jpg
24946,girls,apparel,topwear,tops,white,casual,United Colors of Benetton Kids Girls White Printed Top,http://assets.myntassets.com/v1/images/style/properties/c9b90676e970aed36ee9ac881b4938ad_images.jpg,data/images/24946.jpg
27196,girls,apparel,dress,dresses,yellow,casual,Doodle Girls Yellow Dress,http://assets.myntassets.com/v1/images/style/properties/Doodle-Girls-Yellow-Dress_8deb5a4ffd0f960318c595c64649e65c_images.jpg,data/images/27196.jpg
34111,girls,apparel,topwear,tops,navy blue,casual,Doodle Girls Striped Navy Blue Top,http://assets.myntassets.com/v1/images/style/properties/91bfde5c15c1f69dcbf3877ddc16bf82_images.jpg,data/images/34111.jpg
52131,girls,apparel,dress,dresses,blue,casual,Doodle Girls Blue Printed Dress,http://assets.myntassets.com/v1/images/style/properties/Doodle-Girls-Blue-Printed-Dress_d8d2067641e308fdfeb691f73e63aed3_images.jpg,data/images/52131.jpg
2700,girls,apparel,topwear,tops,white,casual,Disney Kids Girl's White Kidswear,http://assets.myntassets.com/v1/images/style/properties/d2c388bcd6a795e0d0cea56392d352a6_images.jpg,data/images/2700.jpg
33152,girls,apparel,topwear,tops,green,casual,Gini and Jony Girls Printed Green Top,http://assets.myntassets.com/v1/images/style/properties/59c6bb73f4e4d48f1ab3535dd19c3f14_images.jpg,data/images/33152.jpg
39830,girls,apparel,bottomwear,shorts,purple,casual,Gini and Jony Girls Core Purple Shorts,http://assets.myntassets.com/v1/images/style/properties/c8a5e7314bab3b9557c09077fcd28112_images.jpg,data/images/39830.jpg
38327,girls,apparel,topwear,tops,blue,casual,Hannah Montana Girls Blue Top,http://assets.myntassets.com/v1/images/style/properties/a6db21353e23f1fcd9230a9308038dca_images.jpg,data/images/38327.jpg
3820,girls,apparel,topwear,tops,white,casual,Disney Kids Girl's Minnie Summer Time White Top,http://assets.myntassets.com/v1/images/style/properties/bc8360dec974f453c41d9818a8cbd4f9_images.jpg,data/images/3820.jpg
18171,girls,apparel,topwear,tops,green,casual,Doodle Kids Girls Ballon Green Top,http://assets.myntassets.com/v1/images/style/properties/f1dbb13abb1efd3ba19bd4108f1a6703_images.jpg,data/images/18171.jpg
42590,girls,apparel,topwear,tshirts,white,casual,United Colors of Benetton Girls White Printed T-Shirt,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Green-T-shirt_1083afbe36b19d3a270f97f5b57ed5e2_images.jpg,data/images/42590.jpg
38329,girls,apparel,topwear,tops,off white,casual,Hannah Montana Girls Off White Tops,http://assets.myntassets.com/v1/images/style/properties/45bffb644f5f63cc6a14092ee3b37692_images.jpg,data/images/38329.jpg
35436,girls,apparel,bottomwear,shorts,blue,casual,Doodle Girls Washed Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/030d8f6b24daa2333909397555a276ef_images.jpg,data/images/35436.jpg
18178,girls,apparel,topwear,tops,black,casual,Doodle Kids Girls Black Layer Top,http://assets.myntassets.com/v1/images/style/properties/Doodle-Kids-Girls-Black-Layer-Top_dcc17daa6b5346d3c6256506953772b1_images.jpg,data/images/18178.jpg
43683,girls,apparel,topwear,tops,blue,casual,Doodle Girls Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/4ad10fcc757363792980154c94fb4e17_images.jpg,data/images/43683.jpg
41312,girls,apparel,bottomwear,capris,pink,casual,Gini and Jony Girls Fixed Weast Pink Capris,http://assets.myntassets.com/v1/images/style/properties/509bae28bc1f7d726f86a7f55bb393f8_images.jpg,data/images/41312.jpg
39005,girls,apparel,topwear,tops,navy blue,casual,Gini and Jony Girls Nautical Blues Navy Blue Top,http://assets.myntassets.com/v1/images/style/properties/6d9bccab9b0814c55206caa05dd074e2_images.jpg,data/images/39005.jpg
24947,girls,apparel,topwear,tops,red,casual,United Colors of Benetton Kids Girls Red Printed Top,http://assets.myntassets.com/v1/images/style/properties/be3dff48542779025a9ea8e36626d363_images.jpg,data/images/24947.jpg
52130,girls,apparel,dress,dresses,blue,casual,Doodle Girls Blue Printed Dress,http://assets.myntassets.com/v1/images/style/properties/abb64251bc6bf52e4a3b855bc4edb4dd_images.jpg,data/images/52130.jpg
34110,girls,apparel,topwear,tops,red,casual,Doodle Girls Printed Red Top,http://assets.myntassets.com/v1/images/style/properties/a85afef861225e35fc17f1a48ce9d7e8_images.jpg,data/images/34110.jpg
43042,girls,apparel,topwear,tops,pink,casual,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/08fa3521eedcbeb9f87cf0c96a312681_images.jpg,data/images/43042.jpg
2701,girls,apparel,topwear,tops,yellow,casual,Disney Kids Girl's Yellow Daisy Kidswear,http://assets.myntassets.com/v1/images/style/properties/9f0369e7d1bb5beabf1071dcd6f15867_images.jpg,data/images/2701.jpg
38944,girls,apparel,topwear,tops,white,casual,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/3fd274b944ca2c73d22a3916686de876_images.jpg,data/images/38944.jpg
2706,girls,apparel,topwear,tops,pink,casual,Disney Kids Girl's Pink Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/9dfcd501502405f6befacbefbc8bec12_images.jpg,data/images/2706.jpg
34117,girls,apparel,bottomwear,shorts,blue,casual,Doodle Girls Washed Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/41bea3c2c6b87a4cc6b32ef3c0328cc5_images.jpg,data/images/34117.jpg
38343,girls,apparel,topwear,tops,white,casual,Mr. Men Little Miss Girls White Tops,http://assets.myntassets.com/v1/images/style/properties/f7d7c0aa100e4e175868f5e79fad6d0c_images.jpg,data/images/38343.jpg
41971,girls,apparel,topwear,tops,blue,casual,Gini and Jony Girls Summer Up Blue Top,http://assets.myntassets.com/v1/images/style/properties/48003adac2550efb3d1924592f80008e_images.jpg,data/images/41971.jpg
37562,girls,apparel,topwear,rompers,green,casual,Madagascar3 Infant Boys Light Green Snapsuit Romper,http://assets.myntassets.com/v1/images/style/properties/d60008aa386eb463ba3e288f9ae144bb_images.jpg,data/images/37562.jpg
46733,girls,apparel,bottomwear,capris,navy blue,casual,Gini and Jony Girls Navy Blue Capris,http://assets.myntassets.com/v1/images/style/properties/08725f44217a792b713569b41589af67_images.jpg,data/images/46733.jpg
2730,girls,apparel,topwear,tops,red,casual,Disney Kids Girl's Red Round Neck Kidswear,http://assets.myntassets.com/v1/images/style/properties/f8e9d4b05e862f363784a8921bb44049_images.jpg,data/images/2730.jpg
36212,girls,apparel,topwear,tops,black,casual,Gini Jony Girls Black Top,http://assets.myntassets.com/v1/images/style/properties/d8a787ba8bd327287a4c69fd2d0694ba_images.jpg,data/images/36212.jpg
24985,girls,apparel,topwear,tops,pink,casual,United Colors of Benetton Kids Girls Pink Printed Top,http://assets.myntassets.com/v1/images/style/properties/6e3231084adf839cd0d0259b6b0cc4f7_images.jpg,data/images/24985.jpg
41976,girls,apparel,bottomwear,capris,white,casual,Gini and Jony Girls White Pedal Pusher,http://assets.myntassets.com/v1/images/style/properties/4247c4e2995d8c399e41a03d39067a56_images.jpg,data/images/41976.jpg
2708,girls,apparel,dress,dresses,white,casual,Disney Kids Girl's White Dress Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/43bebe24a5aeacfbef2201f0ba264fc4_images.jpg,data/images/2708.jpg
2737,girls,apparel,topwear,tops,red,casual,Disney Kids Girl's Red Kidswear,http://assets.myntassets.com/v1/images/style/properties/35e3b397144b0e2f810be458cea913bc_images.jpg,data/images/2737.jpg
36215,girls,apparel,bottomwear,shorts,purple,casual,Gini and Jony Girls Core Purple Shorts,http://assets.myntassets.com/v1/images/style/properties/da87d030dd2cc9003e67e29841a8b525_images.jpg,data/images/36215.jpg
